Ad group report
"October 1, 2016 - September 16, 2026"
Ad group status,Ad group,Campaign,Currency code,Default max. CPC,Target CPA,Status,Status reasons,Ad group type,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Brand Inclusions,Locations of interest,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,C_SP_Santana da Ponte Pensa,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Sebastianopolis do Sul,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Iaras,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Sao Fidelis,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.00,10,1,10.00%,0.09,0.09,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Holambra,Teste Ordenação 10% 2018-06-04,BRL,0.03 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,2,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Caiua,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_RJ_Miracema,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.27,"1,975",373,18.89%,0.04,14.36,[],[],0.00,0,0.00,2.95%,11.00,1.31
Enabled,C_SP_Candido Mota,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,28,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Aguas de Santa Barbara,Teste Ordenação 50% 2018-06-13,BRL,0.05 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,1.43,760,38,5.00%,0.03,1.09,[],[],0.00,0,0.00,5.26%,2.00,0.55
Enabled,C_SP_Ribeira,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,11.67,12,1,8.33%,0.14,0.14,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Itaquaquecetuba,Teste Ordenação 50% 2018-06-13,BRL,0.14 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.23,"8,871","1,591",17.93%,0.06,90.79,[],[],0.00,0,0.00,9.11%,145.00,0.63
Enabled,C_SP_Turmalina,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Taiacu,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Catanduva,Teste Ordenação 10% 2018-06-04,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Campinas - Locação - Apartamentos,C_SP_Campinas,BRL, --,0.60,Not eligible,campaign paused; unknown,Dynamic,BRL,54.32,"171,386","22,005",12.84%,0.42,9309.98,[],[],0.00,0,0.00,28.32%,"6,232.00",1.49
Paused,C_RJ_Tres Rios,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.08,"26,628","4,294",16.13%,0.07,321.73,[],[],0.00,0,0.00,5.01%,215.00,1.50
Paused,C_SP_Jandira,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,16.52,"321,260","60,899",18.96%,0.09,5306.09,[],[],0.00,0,0.00,11.85%,"7,218.00",0.74
Enabled,C_RS_Sao Leopoldo,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,16.60,"16,944","3,360",19.83%,0.08,281.27,[],[],0.00,0,0.00,16.49%,554.00,0.51
Enabled,C_SP_Alvaro de Carvalho,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Monte Azul Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Anhembi,Teste Ordenação 10% 2018-06-04,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,2,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santo Antonio de Posse,Teste Ordenação 10% 2018-06-04,BRL,0.07 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,2,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santa Barbara do Oeste,Teste_Migração_Campinas,BRL,0.10 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,43.55,"242,335","69,270",28.58%,0.15,10553.64,[],[],0.00,0,0.00,13.90%,"9,630.00",1.10
Enabled,C_SP_Paulinia,Teste_Migração_Campinas,BRL,0.05 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,13.94,"122,602","20,994",17.12%,0.08,1709.21,[],[],0.00,0,0.00,12.10%,"2,540.00",0.67
Enabled,C_SC_Camboriu,Cat_to_URL,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Castilho,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,6,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Potim,Teste Ordenação 10% 2018-06-04,BRL,0.03 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.00,1,1,100.00%,0.01,0.01,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Jardinopolis,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,9.13,"45,327","7,683",16.95%,0.05,414.03,[],[],0.00,0,0.00,8.45%,649.00,0.64
Paused,C_SP_Maraba Paulista,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_PB_Joao Pessoa,Cat_to_URL,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Iguaba Grande,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Nova Campina,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SC_Jaragua do Sul,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,14.07,"13,134","2,696",20.53%,0.07,184.75,[],[],0.00,0,0.00,12.46%,336.00,0.55
Enabled,C_SP_Tabatinga,Teste Ordenação 50% 2018-06-13,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.36,610,82,13.44%,0.04,3.27,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_MG_Uberaba,Teste Ordenação 50% 2018-06-13,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,17.23,"11,906","2,819",23.68%,0.07,205.11,[],[],0.00,0,0.00,13.05%,368.00,0.56
Enabled,C_SP_Paranapanema,Teste Ordenação 10% 2018-06-04,BRL,0.06 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.59,17,1,5.88%,0.01,0.01,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Alvinlandia,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Amparo,Teste Ordenação 10% 2018-06-04,BRL,0.02 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Novo Horizonte,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,13.65,96,28,29.17%,0.05,1.31,[],[],0.00,0,0.00,7.14%,2.00,0.66
Paused,C_SP_Campinas,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Paused,ad group paused; campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Sao Pedro do Turvo,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,24.38,16,3,18.75%,0.13,0.39,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Alfredo Marcondes,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SC_Navegantes,Teste Ordenação 10% 2018-06-04,BRL,0.07 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,3.67,79,16,20.25%,0.02,0.29,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Mogi das cruzes,Teste Ordenação 10% 2018-06-04,BRL,0.06 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,7.32,705,101,14.33%,0.05,5.16,[],[],0.00,0,0.00,14.85%,15.00,0.34
Enabled,C_SP_Ribeirao Bonito,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,15.00,4,1,25.00%,0.06,0.06,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,Viva_SP,VivaReal_Google_Conversao_DSA_Compra_TesteSA,BRL, --,0.87,Paused,ad group paused; campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_DF_Taguatinga,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.72,"721,193","94,119",13.05%,0.09,8455.89,[],[],0.00,0,0.00,11.77%,"11,075.00",0.76
Paused,C_SP_Macaubal,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0.00,6,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Sao Roque,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.66,"209,436","34,983",16.70%,0.08,2861.94,[],[],0.00,0,0.00,10.85%,"3,797.00",0.75
Paused,C_MG_Mateus Leme,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.93,"10,256","1,774",17.30%,0.07,122.32,[],[],0.00,0,0.00,7.27%,129.00,0.95
Paused,C_SP_Aguas de Lindoia,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,5.23,"7,597",976,12.85%,0.04,39.72,[],[],0.00,0,0.00,8.91%,87.00,0.46
Enabled,C_RJ_Conceicao de Macabu,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Piquerobi,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santo Andre,Teste Ordenação 50% 2018-06-13,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,12.11,"44,516","7,251",16.29%,0.07,539.19,[],[],0.00,0,0.00,17.57%,"1,274.00",0.42
Enabled,C_MG_Igarape,Teste Ordenação 10% 2018-06-04,BRL,0.19 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,14.12,131,32,24.43%,0.06,1.85,[],[],0.00,0,0.00,3.13%,1.00,1.85
Enabled,C_SP_Arapei,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Ribeirao do Sul,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,35.00,2,1,50.00%,0.07,0.07,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_CE_Aquiraz,DSA_VivaReal_ Geral,BRL, --,0.48,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,14.39,"377,366","58,670",15.55%,0.09,5428.50,[],[],0.00,0,0.00,13.54%,"7,941.00",0.68
Paused,C_RS_Gramado,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,8.50,"141,354","18,044",12.77%,0.07,1200.90,[],[],0.00,0,0.00,6.25%,"1,127.00",1.07
Enabled,C_SP_Areias,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,9.09,11,3,27.27%,0.03,0.10,[],[],0.00,0,0.00,66.67%,2.00,0.05
Enabled,C_SP_Santo Antonio do Pinhal,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,3.24,290,28,9.66%,0.03,0.94,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Lorena,Teste Ordenação 50% 2018-06-13,BRL,0.02 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,2.22,36,5,13.89%,0.02,0.08,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Quintana,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Poa,Teste Ordenação 10% 2018-06-04,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.58,48,10,20.83%,0.05,0.46,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_RJ_Campos dos Goytacazes,Teste Ordenação 10% 2018-06-04,BRL,0.14 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,4.88,164,26,15.85%,0.03,0.80,[],[],0.00,0,0.00,7.69%,2.00,0.40
Enabled,C_SP_Sales Oliveira,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Julio Mesquita,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_MG_Brumadinho,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,10.02,"106,946","21,336",19.95%,0.05,1071.73,[],[],0.00,0,0.00,7.04%,"1,502.00",0.71
Paused,C_SP_Sarutaia,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0.00,3,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_PR_Cascavel,DSA_VivaReal_ Geral,BRL, --,0.48,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.53,"979,572","184,624",18.85%,0.07,13252.12,[],[],0.00,0,0.00,9.65%,"17,822.00",0.74
Paused,Teste_Imobiliárias_Porto Alegre,DSA_VivaReal_ Geral,BRL, --,0.65,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,4.25,"6,138",519,8.46%,0.05,26.08,[],[],0.00,0,0.00,5.39%,28.00,0.93
Paused,C_SP_Campinas_RC #3,Teste_Migração_Campinas,BRL,0.11 (enhanced), --,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,21.72,186,28,15.05%,0.14,4.04,[],[],0.00,0,0.00,39.29%,11.00,0.37
Enabled,C_SP_Dumont,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,11.57,70,16,22.86%,0.05,0.81,[],[],0.00,0,0.00,31.25%,5.00,0.16
Enabled,C_MG_Sabara,Cat_to_URL,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Barueri,Teste Ordenação 50% 2018-06-13,BRL,0.06 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.59,"20,946","3,196",15.26%,0.06,200.80,[],[],0.00,0,0.00,13.20%,422.00,0.48
Enabled,C_SP_Buritama,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,8.31,59,7,11.86%,0.07,0.49,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Viradouro,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Guzolandia,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Alvares Machado,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,17.14,7,3,42.86%,0.04,0.12,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Vinhedo_RC #3,Teste_Migração_Campinas,BRL,0.06 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,17.36,"24,408","4,748",19.45%,0.09,423.67,[],[],0.00,0,0.00,5.08%,241.00,1.76
Paused,C_SP_Taciba,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_MG_Pedro Leopoldo,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.76,"83,729","18,213",21.75%,0.05,984.75,[],[],0.00,0,0.00,8.09%,"1,474.00",0.67
Enabled,C_MT_Cuiaba,Teste Ordenação 50% 2018-06-13,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,16.86,"46,254","10,157",21.96%,0.08,779.91,[],[],0.00,0,0.00,13.63%,"1,384.00",0.56
Enabled,C_SP_Gastao Vidigal,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Poloni,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,3.68,19,2,10.53%,0.04,0.07,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Iguape,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,17.60,"25,675","4,410",17.18%,0.10,451.90,[],[],0.00,0,0.00,3.36%,148.00,3.05
Paused,C_BA_Mata de Sao Joao,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,8.47,"107,075","15,970",14.91%,0.06,907.15,[],[],0.00,0,0.00,8.40%,"1,342.00",0.68
Paused,C_SP_Campos Novos Paulista,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,15.00,16,3,18.75%,0.08,0.24,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Vista Alegre do Alto,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Guarani D'Oeste,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Viva_BH,DSA_Aluguel_Teste_RE_BH,BRL, --,1.19,Not eligible,campaign paused; unknown,Dynamic,BRL,42.57,"311,099","67,982",21.85%,0.19,13244.94,[],[],0.00,0,0.00,14.45%,"9,822.28",1.35
Enabled,C_SP_Botucatu,Teste Ordenação 10% 2018-06-04,BRL,0.06 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.57,47,13,27.66%,0.03,0.45,[],[],0.00,0,0.00,7.69%,1.00,0.45
Enabled,C_BA_Mata de Sao Joao,Teste Ordenação 50% 2018-06-13,BRL,0.01 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.71,7,4,57.14%,0.01,0.04,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_MG_Pedro Leopoldo,Teste Ordenação 10% 2018-06-04,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.26,38,6,15.79%,0.03,0.20,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Ribeirao Branco,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_MG_Mateus Leme,Teste Ordenação 10% 2018-06-04,BRL,0.13 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.00,8,2,25.00%,0.02,0.04,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Bora,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Rafard,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.32,112,25,22.32%,0.06,1.38,[],[],0.00,0,0.00,4.00%,1.00,1.38
Enabled,E_Rio Grande do Sul,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,8.30,"47,249","7,537",15.95%,0.05,392.27,[],[],0.00,0,0.00,9.54%,719.00,0.55
Enabled,C_RS_Gramado,Cat_to_URL,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Rubiacea,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,google_dsa_geral_compra,dsageral25br_gg_se_bg_ld_ao_wb_re_vr_pf,BRL, --,1.95,Eligible,unknown,Dynamic,BRL,22.51,"7,197,265","1,214,628",16.88%,0.13,162002.57,[],[],0.00,0,0.00,6.43%,"78,075.90",2.07
Paused,C_SP_Colina,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.48,"2,401",476,19.83%,0.04,17.95,[],[],0.00,0,0.00,2.52%,12.00,1.50
Paused,C_SP_Igarata,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,8.09,"65,350","9,362",14.33%,0.06,528.77,[],[],0.00,0,0.00,7.87%,737.00,0.72
Enabled,C_SP_Clementina,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Florinia,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santos,Teste Ordenação 50% 2018-06-13,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,14.54,"42,094","7,692",18.27%,0.08,612.12,[],[],0.00,0,0.00,16.81%,"1,293.00",0.47
Enabled,C_SP_Cachoeira Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.01 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Brotas,Teste Ordenação 10% 2018-06-04,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,2.00,30,4,13.33%,0.02,0.06,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SC_Blumenau,Teste Ordenação 50% 2018-06-13,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,11.85,"30,585","5,997",19.61%,0.06,362.48,[],[],0.00,0,0.00,13.01%,780.00,0.46
Enabled,C_SP_Estrela D'Oeste,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RS_Tramandai,Teste Ordenação 10% 2018-06-04,BRL,0.05 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,1.70,47,1,2.13%,0.08,0.08,[],[],0.00,0,0.00,0.00%,0.00,0.00
